Titulo,URL,Descripcion,limpieza,origenes
Barbie,/title/tt1517268/,Adventure Comedy Fantasy             To live in Barbie Land is to be a perfect being in a perfect place Unless you have a fullon existential crisis Or youre a Ken,adventure comedy fantasy live barbie land perfect perfect place unless fullon existential crisis youre ken,adventur comedi fantasi live barbi land perfect perfect place unless fullon existenti crisi your ken
The Mother,/title/tt6968614/,Action Thriller             While fleeing from dangerous assailants an assassin comes out of hiding to protect the daughter she left earlier in life,action thriller fleeing dangerous assailants assassin comes hiding protect daughter left earlier life,action thriller flee danger assail assassin come hide protect daughter left earlier life
Indiana Jones and the Dial of Destiny,/title/tt1462764/,Action Adventure             Archaeologist Indiana Jones races against time to retrieve a legendary artifact that can change the course of history,action adventure archaeologist indiana jones races time retrieve legendary artifact change course history,action adventur archaeologist indiana jone race time retriev legendari artifact chang cours histori
White Men Can't Jump,/title/tt6436620/,Comedy Drama Sport             A remake of the 1992 film about a pair of basketball hustlers who team up to earn extra cash,comedy drama sport remake 1992 film pair basketball hustlers team earn extra cash,comedi drama sport remak 1992 film pair basketbal hustler team earn extra cash
The Covenant,/title/tt4873118/,Action Thriller War             During the war in Afghanistan a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain,action thriller war war afghanistan local interpreter risks life carry injured sergeant across miles grueling terrain,action thriller war war afghanistan local interpret risk life carri injur sergeant across mile gruel terrain
Evil Dead Rise,/title/tt13345606/,Horror             A twisted tale of two estranged sisters whose reunion is cut short by the rise of fleshpossessing demons thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable,horror twisted tale two estranged sisters whose reunion cut short rise fleshpossessing demons thrusting primal battle survival face nightmarish version family imaginable,horror twist tale two estrang sister whose reunion cut short rise fleshpossess demon thrust primal battl surviv face nightmarish version famili imagin
The Machine,/title/tt11040844/,Action Comedy             Berts drunken past catches up with him 20 years down the road when he and his father are kidnapped by those Bert wronged 20 years ago while drunk on a college semester abroad in Russia,action comedy berts drunken past catches 20 years road father kidnapped bert wronged 20 years ago drunk college semester abroad russia,action comedi bert drunken past catch 20 year road father kidnap bert wrong 20 year ago drunk colleg semest abroad russia
Shazam! Fury of the Gods,/title/tt10151854/,Action Adventure Comedy             The film continues the story of teenage Billy Batson who upon reciting the magic word SHAZAM is transformed into his adult Super Hero alter ego Shazam,action adventure comedy film continues story teenage billy batson upon reciting magic word shazam transformed adult super hero alter ego shazam,action adventur comedi film continu stori teenag billi batson upon recit magic word shazam transform adult super hero alter ego shazam
A Man Called Otto,/title/tt7405458/,Comedy Drama             Otto is a grump whos given up on life following the loss of his wife and wants to end it all When a young family moves in nearby he meets his match in quickwitted Marisol leading to a friendship that will turn his world around,comedy drama otto grump whos given life following loss wife wants end young family moves nearby meets match quickwitted marisol leading friendship turn world around,comedi drama otto grump whos given life follow loss wife want end young famili move nearbi meet match quickwit marisol lead friendship turn world around
Asteroid City,/title/tt14230388/,Comedy Drama Romance             The itinerary of a Junior Stargazer convention is spectacularly disrupted by worldchanging events,comedy drama romance itinerary junior stargazer convention spectacularly disrupted worldchanging events,comedi drama romanc itinerari junior stargaz convent spectacular disrupt worldchang event
Five Nights at Freddy's,/title/tt4589218/,Horror             A troubled security guard begins working at Freddy Fazbears Pizza During his first night on the job he realizes that the night shift at Freddys wont be so easy to get through,horror troubled security guard begins working freddy fazbears pizza first night job realizes night shift freddys wont easy get,horror troubl secur guard begin work freddi fazbear pizza first night job realiz night shift freddi wont easi get
Spider-Man: Across the Spider-Verse,/title/tt9362722/,Animation Action Adventure             Miles Morales catapults across the Multiverse where he encounters a team of SpiderPeople charged with protecting its very existence When the heroes clash on how to handle a new threat Miles must redefine what it means to be a hero,animation action adventure miles morales catapults across multiverse encounters team spiderpeople charged protecting existence heroes clash handle new threat miles must redefine means hero,anim action adventur mile moral catapult across multivers encount team spiderpeopl charg protect exist hero clash handl new threat mile must redefin mean hero
The Color Purple,/title/tt1200263/,Drama Musical             Musical adaptation of Alice Walkers novel about the lifelong struggles of an African American woman living in the south during the early 1900s,drama musical musical adaptation alice walkers novel lifelong struggles african american woman living south early 1900s,drama music music adapt alic walker novel lifelong struggl african american woman live south earli 1900s
Mission: Impossible - Dead Reckoning Part One,/title/tt9603212/,Action Adventure Thriller             Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands,action adventure thriller ethan hunt imf team must track dangerous weapon falls wrong hands,action adventur thriller ethan hunt imf team must track danger weapon fall wrong hand
To Catch a Killer,/title/tt10275534/,Action Crime Drama             Baltimore New Years Eve A talented but troubled police officer Shailene Woodley is recruited by the FBIs chief investigator Ben Mendelsohn to help profile and track down a disturbed individual terrorizing the city,action crime drama baltimore new years eve talented troubled police officer shailene woodley recruited fbis chief investigator ben mendelsohn help profile track disturbed individual terrorizing city,action crime drama baltimor new year eve talent troubl polic offic shailen woodley recruit fbis chief investig ben mendelsohn help profil track disturb individu terror citi
Oppenheimer,/title/tt15398776/,Biography Drama History             The story of American scientist J Robert Oppenheimer and his role in the development of the atomic bomb,biography drama history story american scientist j robert oppenheimer role development atomic bomb,biographi drama histori stori american scientist j robert oppenheim role develop atom bomb
The Creator,/title/tt11858890/,Action Adventure Drama             Described as a postapocalyptic thriller involving a future impacted by a war between humans and AI,action adventure drama described postapocalyptic thriller involving future impacted war humans ai,action adventur drama describ postapocalypt thriller involv futur impact war human ai
Missing,/title/tt10855768/,Drama Mystery Thriller             After her mother goes missing a young woman tries to find her from home using tools available to her online,drama mystery thriller mother goes missing young woman tries find home using tools available online,drama mysteri thriller mother goe miss young woman tri find home use tool avail onlin
F9: The Fast Saga,/title/tt5433138/,Action Crime Thriller             Dom and the crew must take on an international terrorist who turns out to be Dom and Mias estranged brother,action crime thriller dom crew must take international terrorist turns dom mias estranged brother,action crime thriller dom crew must take intern terrorist turn dom mia estrang brother
Transformers: Rise of the Beasts,/title/tt5090568/,Action Adventure SciFi             During the 90s a new faction of Transformers  the Maximals  join the Autobots as allies in the battle for Earth,action adventure scifi 90s new faction transformers maximals join autobots allies battle earth,action adventur scifi 90s new faction transform maxim join autobot alli battl earth
Beau Is Afraid,/title/tt13521006/,Comedy Drama Horror             Following the sudden death of his mother a mildmannered but anxietyridden man confronts his darkest fears as he embarks on an epic Kafkaesque odyssey back home,comedy drama horror following sudden death mother mildmannered anxietyridden man confronts darkest fears embarks epic kafkaesque odyssey back home,comedi drama horror follow sudden death mother mildmann anxietyridden man confront darkest fear embark epic kafkaesqu odyssey back home
Kandahar,/title/tt5761544/,Action Thriller             A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission,action thriller cia operative translator flee special forces afghanistan exposing covert mission,action thriller cia oper translat flee special forc afghanistan expos covert mission
No Hard Feelings,/title/tt15671028/,Comedy             On the brink of losing her home Maddie finds an intriguing job listing helicopter parents looking for someone to bring their introverted 19yearold son out of his shell before college She has one summer to make him a man or die trying,comedy brink losing home maddie finds intriguing job listing helicopter parents looking someone bring introverted 19yearold son shell college one summer make man die trying,comedi brink lose home maddi find intrigu job list helicopt parent look someon bring introvert 19yearold son shell colleg one summer make man die tri
Love Again,/title/tt10276482/,Comedy Drama Romance             A young woman tries to ease the pain of her fiancés death by sending romantic texts to his old cell phone number and forms a connection with the man the number has been reassigned to,comedy drama romance young woman tries ease pain fiancés death sending romantic texts old cell phone number forms connection man number reassigned,comedi drama romanc young woman tri eas pain fiancé death send romant text old cell phone number form connect man number reassign
Scream VI,/title/tt17663992/,Horror Mystery Thriller             In the next installment the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City,horror mystery thriller next installment survivors ghostface killings leave woodsboro behind start fresh chapter new york city,horror mysteri thriller next instal survivor ghostfac kill leav woodsboro behind start fresh chapter new york citi
X,/title/tt13560574/,Horror Mystery Thriller             In 1979 a group of young filmmakers set out to make an adult film in rural Texas but when their reclusive elderly hosts catch them in the act the cast find themselves fighting for their lives,horror mystery thriller 1979 group young filmmakers set make adult film rural texas reclusive elderly hosts catch act cast find fighting lives,horror mysteri thriller 1979 group young filmmak set make adult film rural texa reclus elder host catch act cast find fight live
Renfield,/title/tt11358390/,Comedy Fantasy Horror             Renfield Draculas henchman and inmate at the lunatic asylum for decades longs for a life away from the Count his various demands and all of the bloodshed that comes with them,comedy fantasy horror renfield draculas henchman inmate lunatic asylum decades longs life away count various demands bloodshed comes,comedi fantasi horror renfield dracula henchman inmat lunat asylum decad long life away count various demand bloodsh come
The Fast and the Furious,/title/tt0232500/,Action Crime Thriller             Los Angeles police officer Brian OConner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy,action crime thriller los angeles police officer brian oconner must decide loyalty really lies becomes enamored street racing world sent undercover destroy,action crime thriller los angel polic offic brian oconn must decid loyalti realli lie becom enamor street race world sent undercov destroy
The Pope's Exorcist,/title/tt13375076/,Horror Thriller             Follow Gabriele Amorth the Vaticans leading exorcist as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret,horror thriller follow gabriele amorth vaticans leading exorcist investigates possession child uncovers conspiracy vatican tried keep secret,horror thriller follow gabriel amorth vatican lead exorcist investig possess child uncov conspiraci vatican tri keep secret
Guardians of the Galaxy,/title/tt2015381/,Action Adventure Comedy             A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe,action adventure comedy group intergalactic criminals must pull together stop fanatical warrior plans purge universe,action adventur comedi group intergalact crimin must pull togeth stop fanat warrior plan purg univers
Ghosted,/title/tt15326988/,Action Adventure Comedy             Cole falls head over heels for enigmatic Sadie but then makes the shocking discovery that shes a secret agent Before they can decide on a second date Cole and Sadie are swept away on an international adventure to save the world,action adventure comedy cole falls head heels enigmatic sadie makes shocking discovery shes secret agent decide second date cole sadie swept away international adventure save world,action adventur comedi cole fall head heel enigmat sadi make shock discoveri shes secret agent decid second date cole sadi swept away intern adventur save world
May December,/title/tt13651794/,Drama Romance             Twenty years after their notorious tabloid romance gripped the nation a married couple buckles under the pressure when an actress arrives to do research for a film about their past,drama romance twenty years notorious tabloid romance gripped nation married couple buckles pressure actress arrives research film past,drama romanc twenti year notori tabloid romanc grip nation marri coupl buckl pressur actress arriv research film past
About My Father,/title/tt8373206/,Comedy             When Sebastian tells his oldschool Italian immigrant father Salvo that he is going to propose to his allAmerican girlfriend Salvo insists on crashing a weekend with her tony parents,comedy sebastian tells oldschool italian immigrant father salvo going propose allamerican girlfriend salvo insists crashing weekend tony parents,comedi sebastian tell oldschool italian immigr father salvo go propos allamerican girlfriend salvo insist crash weekend toni parent
Avatar: The Way of Water,/title/tt1630029/,Action Adventure Fantasy             Jake Sully lives with his newfound family formed on the extrasolar moon Pandora Once a familiar threat returns to finish what was previously started Jake must work with Neytiri and the army of the Navi race to protect their home,action adventure fantasy jake sully lives newfound family formed extrasolar moon pandora familiar threat returns finish previously started jake must work neytiri army navi race protect home,action adventur fantasi jake sulli live newfound famili form extrasolar moon pandora familiar threat return finish previous start jake must work neytiri armi navi race protect home
Thor,/title/tt0800369/,Action Fantasy             The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard Earth where he soon becomes one of their finest defenders,action fantasy powerful arrogant god thor cast asgard live amongst humans midgard earth soon becomes one finest defenders,action fantasi power arrog god thor cast asgard live amongst human midgard earth soon becom one finest defend
Top Gun: Maverick,/title/tt1745960/,Action Drama             After thirty years Maverick is still pushing the envelope as a top naval aviator but must confront ghosts of his past when he leads TOP GUNs elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it,action drama thirty years maverick still pushing envelope top naval aviator must confront ghosts past leads top guns elite graduates mission demands ultimate sacrifice chosen fly,action drama thirti year maverick still push envelop top naval aviat must confront ghost past lead top gun elit graduat mission demand ultim sacrific chosen fli
The Meg 2: The Trench,/title/tt9224104/,Action Adventure Horror             Plot unknown Sequel to the 2018 film The Meg,action adventure horror plot unknown sequel 2018 film meg,action adventur horror plot unknown sequel 2018 film meg
The Zone of Interest,/title/tt7160372/,Drama History War             The commandant of Auschwitz Rudolf Höss and his wife Hedwig strive to build a dream life for their family in a house and garden next to the camp,drama history war commandant auschwitz rudolf höss wife hedwig strive build dream life family house garden next camp,drama histori war command auschwitz rudolf höss wife hedwig strive build dream life famili hous garden next camp
White Men Can't Jump,/title/tt0105812/,Comedy Sport             Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament,comedy sport black white basketball hustlers join forces double chances winning money street courts basketball tournament,comedi sport black white basketbal hustler join forc doubl chanc win money street court basketbal tournament
Everything Everywhere All at Once,/title/tt6710474/,Action Adventure Comedy             A middleaged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led,action adventure comedy middleaged chinese immigrant swept insane adventure alone save existence exploring universes connecting lives could led,action adventur comedi middleag chines immigr swept insan adventur alon save exist explor univers connect live could led
Heat,/title/tt0113277/,Action Crime Drama             A group of highend professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist,action crime drama group highend professional thieves start feel heat lapd unknowingly leave clue latest heist,action crime drama group highend profession thiev start feel heat lapd unknow leav clue latest heist
The Godfather,/title/tt0068646/,Crime Drama             Don Vito Corleone head of a mafia family decides to hand over his empire to his youngest son Michael However his decision unintentionally puts the lives of his loved ones in grave danger,crime drama vito corleone head mafia family decides hand empire youngest son michael however decision unintentionally puts lives loved ones grave danger,crime drama vito corleon head mafia famili decid hand empir youngest son michael howev decis unintent put live love one grave danger
Robots,/title/tt12579470/,Comedy Romance SciFi             Charles is a womanizer while Elaine is a gold digger The duo learn humanity when forced to team up and pursue robot doubles of themselves,comedy romance scifi charles womanizer elaine gold digger duo learn humanity forced team pursue robot doubles,comedi romanc scifi charl woman elain gold digger duo learn human forc team pursu robot doubl
Peter Pan & Wendy,/title/tt5635026/,Action Adventure Comedy             Follow the adventures of Peter Pan a boy who does not want to grow up and how he recruits three siblings in London and together they embark on a magical adventure on the enchanted island of Neverland,action adventure comedy follow adventures peter pan boy want grow recruits three siblings london together embark magical adventure enchanted island neverland,action adventur comedi follow adventur peter pan boy want grow recruit three sibl london togeth embark magic adventur enchant island neverland
Hypnotic,/title/tt8080204/,Action Mystery Thriller             A detective investigates a mystery involving his missing daughter and a secret government program,action mystery thriller detective investigates mystery involving missing daughter secret government program,action mysteri thriller detect investig mysteri involv miss daughter secret govern program
The Menu,/title/tt9764362/,Comedy Horror Thriller             A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu with some shocking surprises,comedy horror thriller young couple travels remote island eat exclusive restaurant chef prepared lavish menu shocking surprises,comedi horror thriller young coupl travel remot island eat exclus restaur chef prepar lavish menu shock surpris
What's Love Got to Do with It,/title/tt0108551/,Biography Drama Music             The story of singer Tina Turners rise to stardom and how she gained the courage to break free from her abusive husband Ike Turner,biography drama music story singer tina turners rise stardom gained courage break free abusive husband ike turner,biographi drama music stori singer tina turner rise stardom gain courag break free abus husband ike turner
65,/title/tt12261776/,Action Adventure Drama             An astronaut crash lands on a mysterious planet only to discover hes not alone,action adventure drama astronaut crash lands mysterious planet discover hes alone,action adventur drama astronaut crash land mysteri planet discov hes alon
Dune,/title/tt1160419/,Action Adventure Drama             A noble family becomes embroiled in a war for control over the galaxys most valuable asset while its heir becomes troubled by visions of a dark future,action adventure drama noble family becomes embroiled war control galaxys valuable asset heir becomes troubled visions dark future,action adventur drama nobl famili becom embroil war control galaxi valuabl asset heir becom troubl vision dark futur
Interstellar,/title/tt0816692/,Adventure Drama SciFi             When Earth becomes uninhabitable in the future a farmer and exNASA pilot Joseph Cooper is tasked to pilot a spacecraft along with a team of researchers to find a new planet for humans,adventure drama scifi earth becomes uninhabitable future farmer exnasa pilot joseph cooper tasked pilot spacecraft along team researchers find new planet humans,adventur drama scifi earth becom uninhabit futur farmer exnasa pilot joseph cooper task pilot spacecraft along team research find new planet human
The Shawshank Redemption,/title/tt0111161/,Drama             Over the course of several years two convicts form a friendship seeking consolation and eventually redemption through basic compassion,drama course several years two convicts form friendship seeking consolation eventually redemption basic compassion,drama cours sever year two convict form friendship seek consol eventu redempt basic compass
John Wick,/title/tt2911666/,Action Crime Thriller             An exhitman comes out of retirement to track down the gangsters who killed his dog and stole his car,action crime thriller exhitman comes retirement track gangsters killed dog stole car,action crime thriller exhitman come retir track gangster kill dog stole car
The Boogeyman,/title/tt3427252/,Horror Mystery Thriller             Still reeling from the tragic death of their mother a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before its too late,horror mystery thriller still reeling tragic death mother teenage girl younger sister find plagued sadistic presence house struggle get grieving father pay attention late,horror mysteri thriller still reel tragic death mother teenag girl younger sister find plagu sadist presenc hous struggl get griev father pay attent late
Firebrand,/title/tt15000156/,Drama History Horror             Follows Queen Catherine Parr and Henry VIIIs marriage,drama history horror follows queen catherine parr henry viiis marriage,drama histori horror follow queen catherin parr henri viii marriag
Cocaine Bear,/title/tt14209916/,Comedy Thriller             An oddball group of cops criminals tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine,comedy thriller oddball group cops criminals tourists teens converge georgia forest huge black bear goes murderous rampage unintentionally ingesting cocaine,comedi thriller oddbal group cop crimin tourist teen converg georgia forest huge black bear goe murder rampag unintent ingest cocain
Furious 7,/title/tt2820852/,Action Crime Thriller             Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother,action crime thriller deckard shaw seeks revenge dominic toretto family comatose brother,action crime thriller deckard shaw seek reveng domin toretto famili comatos brother
Dune: Part Two,/title/tt15239678/,Action Adventure Drama             A boy becomes the Messiah of nomads on a desert planet that has giant worms that protect a commodity called Spice Spice changes people into travelers mystics and madmen What price will he pay to become the new ruler of their universe,action adventure drama boy becomes messiah nomads desert planet giant worms protect commodity called spice spice changes people travelers mystics madmen price pay become new ruler universe,action adventur drama boy becom messiah nomad desert planet giant worm protect commod call spice spice chang peopl travel mystic madmen price pay becom new ruler univers
Bullet Train,/title/tt12593682/,Action Comedy Thriller             Five assassins aboard a swiftlymoving bullet train find out that their missions have something in common,action comedy thriller five assassins aboard swiftlymoving bullet train find missions something common,action comedi thriller five assassin aboard swiftlymov bullet train find mission someth common
Guardians of the Galaxy Vol. 2,/title/tt3896198/,Action Adventure Comedy             The Guardians struggle to keep together as a team while dealing with their personal family issues notably StarLords encounter with his father the ambitious celestial being Ego,action adventure comedy guardians struggle keep together team dealing personal family issues notably starlords encounter father ambitious celestial ego,action adventur comedi guardian struggl keep togeth team deal person famili issu notabl starlord encount father ambiti celesti ego
Girl in the Basement,/title/tt13269536/,Crime Thriller             Sarah is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don But before she could even blow out the candles Don imprisons her in the basement of their home,crime thriller sarah teen girl looking forward 18th birthday move away controlling father could even blow candles imprisons basement home,crime thriller sarah teen girl look forward 18th birthday move away control father could even blow candl imprison basement home
The Little Mermaid,/title/tt0097757/,Animation Adventure Family             A mermaid princess makes a Faustian bargain in an attempt to become human and win a princes love,animation adventure family mermaid princess makes faustian bargain attempt become human win princes love,anim adventur famili mermaid princess make faustian bargain attempt becom human win princ love
Harry Potter and the Sorcerer's Stone,/title/tt0241527/,Adventure Family Fantasy             An orphaned boy enrolls in a school of wizardry where he learns the truth about himself his family and the terrible evil that haunts the magical world,adventure family fantasy orphaned boy enrolls school wizardry learns truth family terrible evil haunts magical world,adventur famili fantasi orphan boy enrol school wizardri learn truth famili terribl evil haunt magic world
Operation Fortune: Ruse de Guerre,/title/tt7985704/,Action Comedy Thriller             Special agent Orson Fortune and his team of operatives recruit one of Hollywoods biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order,action comedy thriller special agent orson fortune team operatives recruit one hollywoods biggest movie stars help undercover mission sale deadly new weapons technology threatens disrupt world order,action comedi thriller special agent orson fortun team oper recruit one hollywood biggest movi star help undercov mission sale dead new weapon technolog threaten disrupt world order
Beetlejuice 2,/title/tt2049403/,Comedy Fantasy Horror             This is a followup to the comedy Beetlejuice 1988 about a ghost whos recruited to help haunt a house,comedy fantasy horror followup comedy beetlejuice 1988 ghost whos recruited help haunt house,comedi fantasi horror followup comedi beetlejuic 1988 ghost whos recruit help haunt hous
Pearl,/title/tt18925334/,Drama Horror Thriller             In 1918 a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery isolation and lovelessness of life on her parents farm,drama horror thriller 1918 young woman brink madness pursues stardom desperate attempt escape drudgery isolation lovelessness life parents farm,drama horror thriller 1918 young woman brink mad pursu stardom desper attempt escap drudgeri isol loveless life parent farm
Fast Five,/title/tt1596343/,Action Crime Thriller             Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent,action crime thriller dominic toretto crew street racers plan massive heist buy freedom sights powerful brazilian drug lord dangerous federal agent,action crime thriller domin toretto crew street racer plan massiv heist buy freedom sight power brazilian drug lord danger feder agent
Babylon,/title/tt10640346/,Comedy Drama History             A tale of outsized ambition and outrageous excess it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood,comedy drama history tale outsized ambition outrageous excess traces rise fall multiple characters era unbridled decadence depravity early hollywood,comedi drama histori tale outsiz ambit outrag excess trace rise fall multipl charact era unbridl decad deprav earli hollywood
Spider-Man: Into the Spider-Verse,/title/tt4633694/,Animation Action Adventure             Teen Miles Morales becomes the SpiderMan of his universe and must join with five spiderpowered individuals from other dimensions to stop a threat for all realities,animation action adventure teen miles morales becomes spiderman universe must join five spiderpowered individuals dimensions stop threat realities,anim action adventur teen mile moral becom spiderman univers must join five spiderpow individu dimens stop threat realiti
Fast & Furious,/title/tt1013752/,Action Crime Thriller             Brian OConner back working for the FBI in Los Angeles teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation,action crime thriller brian oconner back working fbi los angeles teams dominic toretto bring heroin importer infiltrating operation,action crime thriller brian oconn back work fbi los angel team domin toretto bring heroin import infiltr oper
The Whale,/title/tt13833688/,Drama             A reclusive morbidly obese English teacher attempts to reconnect with his estranged teenage daughter,drama reclusive morbidly obese english teacher attempts reconnect estranged teenage daughter,drama reclus morbid obes english teacher attempt reconnect estrang teenag daughter
"Are You There God? It's Me, Margaret.",/title/tt9185206/,Comedy Drama Family             When her family moves from the city to the suburbs 11yearold Margaret navigates new friends feelings and the beginning of adolescence,comedy drama family family moves city suburbs 11yearold margaret navigates new friends feelings beginning adolescence,comedi drama famili famili move citi suburb 11yearold margaret navig new friend feel begin adolesc
Triangle of Sadness,/title/tt7322224/,Comedy Drama             A fashion model celebrity couple join an eventful cruise for the superrich,comedy drama fashion model celebrity couple join eventful cruise superrich,comedi drama fashion model celebr coupl join event cruis superrich
The Fate of the Furious,/title/tt4630562/,Action Crime Thriller             When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him the crew face trials that will test them as never before,action crime thriller mysterious woman seduces dominic toretto world terrorism betrayal closest crew face trials test never,action crime thriller mysteri woman seduc domin toretto world terror betray closest crew face trial test never
The Color Purple,/title/tt0088939/,Drama             A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades,drama black southern woman struggles find identity suffering abuse father others four decades,drama black southern woman struggl find ident suffer abus father other four decad
The Fabelmans,/title/tt14208870/,Drama             Growing up in postWorld War II era Arizona young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence but soon discovers a shattering family secret and explores how the power of films can help him see the truth,drama growing postworld war ii era arizona young sammy fabelman aspires become filmmaker reaches adolescence soon discovers shattering family secret explores power films help see truth,drama grow postworld war ii era arizona young sammi fabelman aspir becom filmmak reach adolesc soon discov shatter famili secret explor power film help see truth
You Hurt My Feelings,/title/tt15771916/,Comedy Drama             A novelists longstanding marriage is suddenly upended when she overhears her husband giving his honest reaction to her latest book,comedy drama novelists longstanding marriage suddenly upended overhears husband giving honest reaction latest book,comedi drama novelist longstand marriag sudden upend overhear husband give honest reaction latest book
Nefarious,/title/tt14537248/,Horror Thriller             On the day of his scheduled execution a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon and further claims that before their time is over the psychiatrist will commit three murders of his own,horror thriller day scheduled execution convicted serial killer gets psychiatric evaluation claims demon claims time psychiatrist commit three murders,horror thriller day schedul execut convict serial killer get psychiatr evalu claim demon claim time psychiatrist commit three murder
Once Upon a Time in Hollywood,/title/tt7131622/,Comedy Drama             A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywoods Golden Age in 1969 Los Angeles,comedy drama faded television actor stunt double strive achieve fame success final years hollywoods golden age 1969 los angeles,comedi drama fade televis actor stunt doubl strive achiev fame success final year hollywood golden age 1969 los angel
Fall,/title/tt15325794/,Thriller             Best friends Becky and Hunter find themselves at the top of a 2000foot radio tower,thriller best friends becky hunter find top 2000foot radio tower,thriller best friend becki hunter find top 2000foot radio tower
Inception,/title/tt1375666/,Action Adventure SciFi             A thief who steals corporate secrets through the use of dreamsharing technology is given the inverse task of planting an idea into the mind of a CEO but his tragic past may doom the project and his team to disaster,action adventure scifi thief steals corporate secrets use dreamsharing technology given inverse task planting idea mind ceo tragic past may doom project team disaster,action adventur scifi thief steal corpor secret use dreamshar technolog given invers task plant idea mind ceo tragic past may doom project team disast
The Batman,/title/tt1877830/,Action Crime Drama             When a sadistic serial killer begins murdering key political figures in Gotham Batman is forced to investigate the citys hidden corruption and question his familys involvement,action crime drama sadistic serial killer begins murdering key political figures gotham batman forced investigate citys hidden corruption question familys involvement,action crime drama sadist serial killer begin murder key polit figur gotham batman forc investig citi hidden corrupt question famili involv
The Wolf of Wall Street,/title/tt0993846/,Biography Comedy Crime             Based on the true story of Jordan Belfort from his rise to a wealthy stockbroker living the high life to his fall involving crime corruption and the federal government,biography comedy crime based true story jordan belfort rise wealthy stockbroker living high life fall involving crime corruption federal government,biographi comedi crime base true stori jordan belfort rise wealthi stockbrok live high life fall involv crime corrupt feder govern
Book Club: The Next Chapter,/title/tt20768712/,Comedy             Follows the new journey of four best friends as they take their book club to Italy for the fun girls trip they never had,comedy follows new journey four best friends take book club italy fun girls trip never,comedi follow new journey four best friend take book club itali fun girl trip never
Furious 6,/title/tt1905041/,Action Adventure Crime             Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend Letty,action adventure crime hobbs dominic brian reassemble crew take team mercenaries dominic unexpectedly gets sidetracked facing presumed deceased girlfriend letty,action adventur crime hobb domin brian reassembl crew take team mercenari domin unexpect get sidetrack face presum deceas girlfriend letti
Midsommar,/title/tt8772262/,Drama Horror Mystery             A couple travels to Northern Europe to visit a rural hometowns fabled Swedish midsummer festival What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult,drama horror mystery couple travels northern europe visit rural hometowns fabled swedish midsummer festival begins idyllic retreat quickly devolves increasingly violent bizarre competition hands pagan cult,drama horror mysteri coupl travel northern europ visit rural hometown fabl swedish midsumm festiv begin idyl retreat quick devolv increas violent bizarr competit hand pagan cult
Spider-Man: No Way Home,/title/tt10872600/,Action Adventure Fantasy             With SpiderMans identity now revealed Peter asks Doctor Strange for help When a spell goes wrong dangerous foes from other worlds start to appear forcing Peter to discover what it truly means to be SpiderMan,action adventure fantasy spidermans identity revealed peter asks doctor strange help spell goes wrong dangerous foes worlds start appear forcing peter discover truly means spiderman,action adventur fantasi spiderman ident reveal peter ask doctor strang help spell goe wrong danger foe world start appear forc peter discov truli mean spiderman
